consumableId,415,445,480,515,555,590,630,680,NIR,CLR,DARK,
01793407-6af3-4147-844b-1ba2140a0005,30.6,25.8,30.8,30.8,30.8,30.9,30.4,30.4,30.4,30.2,null,
04112c17-5d30-472d-9817-066f872fa7fd,28.9,28.5,29.1,29.1,29.2,29.1,29.1,29.2,28.7,29.1,null,
0acb66d1-40e8-4c39-9e45-7ad656529d9e,28.7,29.1,28.3,28.2,28.3,28.3,28.1,28.3,29,27.1,null,
1497dca5-33de-4a34-be5a-091bd4d65422,28.5,23.3,28.5,28.5,28.5,28.4,28,28.2,27.7,27.5,null,
2120c92a-8922-49cf-bfd2-c53072dc7ddb,31.5,30.7,31.2,31.2,31.2,31.2,31.2,31.2,30.6,30,null,
223ed35c-70ef-4eac-8447-e18cdcdc15b3,32.7,28,31.9,32.1,32,32.3,31.4,31.4,32.3,32.4,null,
27279278-db8d-47e4-95f5-b137f22b6dae,31.8,30,31.9,31.9,31.9,31.9,31.4,31.2,32.1,31,null,
28bcebd4-8800-4212-921e-c1fccf1cc5c2,32.3,27,32.2,32.1,32.1,32.1,32.1,31.9,32.2,32.3,null,
29f7a75f-7d15-4977-80f6-43bc3092c260,31.8,31,31.2,31.2,31.4,31.4,31,31.2,31,30.9,null,
37e4b4c9-010f-4a46-a64b-7315d5ae08ac,30,26.7,29.9,30.2,30.2,30.2,28.7,29.4,30,30,null,
3d60e99b-9213-472a-a855-29a1b0d6adb9,30.2,25.4,30.2,30.2,30.2,30.2,30,30.2,30,30.2,null,
47dd2c37-fc9b-418b-8741-575de809a487,30.4,31.2,30.7,30.5,30.8,30.5,30.9,30.5,31.2,31.5,null,
4db3519d-6a33-4c27-be92-fdeb2881bf32,30.6,23.4,30.8,30.9,30.9,30.9,30.4,31,30.8,29.2,null,
54d6262c-d950-4b38-82d1-0c252daa3591,31.5,31.2,31.4,31.4,31.7,31.2,31,31.9,31.4,30.7,null,
6b756b3f-e5c7-4977-9dac-c7b9a3aa92e8,31,31.2,30.2,30,30,30.2,30.2,30.8,30.7,31,null,
6d10e62f-4a91-4824-a47f-2ab63db06729,29.9,30,29.6,29.6,29.6,29.8,29.8,29.5,29.6,29.3,null,
72557edd-9fa7-483f-885a-db11f8ef79cd,28.7,26.7,29.5,29.6,29.8,29.3,28.4,29,29.7,28.3,null,
74b09b9a-ed0a-4fe0-8a9c-6a2bb980b523,28.3,27.9,27.9,27.9,27.9,27.9,28,27.7,28.4,28,null,
750a2c23-f2e6-488c-9f2d-64847d5d881a,33.1,25.4,32.9,32.8,32.9,32.9,33.6,33,33.1,34.2,null,
783688f4-1c4f-485d-8dae-eba90d334d2d,32.5,31.7,32.2,32.1,32.2,32,32.1,31.9,32,29.3,null,
7c1ea47c-2970-4f14-85f1-6c26d90f2dcf,26.7,19.5,27.4,27.4,27.5,27.2,26,27.5,27.5,25.6,null,
7f016dde-389d-46c8-b40b-dd156bf5fe8c,30.2,30,29.6,29.5,29.5,29.6,29.8,29.9,30.2,29.4,null,
8e8ae301-31b1-4045-ad3a-d97b53f6aca7,30.6,27.7,31,31,31,31,30.9,30.8,31,31,null,
8ffda590-63eb-4523-8525-4253d61ac8c3,29.8,30,30,29.9,30,30,29.9,30,30,29.9,null,
a173a7ef-000f-494c-9ef6-b08e33fa47ad,31,23.1,31.5,31.7,31.7,31.4,30.9,31.2,31.5,30.2,null,
a647050f-fb07-4384-b735-4e71d6cff9f0,29.8,29.4,29.6,29.8,29.8,29.9,29.4,29.8,29.5,29.6,null,
a82b8a44-a8be-4cdc-ad33-d4b6354dadca,29.5,20.6,29.1,28.5,28.7,28.9,25.2,28.7,28.9,30.8,null,
ae481235-7540-4077-b61f-755779b045cf,30.6,31,31,31,31.2,31,31.2,31.2,31.7,29.9,null,
afe0e555-ba5b-4f98-b529-93a7fa4a7f6c,32.8,23.5,32.9,33,33,32.8,32,32.8,33.1,32.3,null,
b472d391-961b-428a-8204-4291f65e0949,30,18,30.5,30.5,30.4,30.5,30.4,30.7,30.4,30.2,null,
bbf53361-434e-4d56-8125-b555425321fe,32,19.6,32.7,32.4,32.7,32.1,31.6,32,32.8,31.6,null,
c3301970-3343-4077-a230-acca81c5d52a,31.6,32.7,32.7,32.8,32.7,32.5,32.7,32.3,32.5,32,null,
c386ccc2-5357-49b1-ae98-bc7d6382f037,28.5,29.4,29.3,29.3,29.3,29.3,29.2,29.1,28.5,29,null,
d2efbfad-a339-4879-abfd-e6aa02aa64f4,29.8,27.2,29.8,29.9,29.9,29.9,30,29.4,30,28.7,null,
e899e3a4-a518-4d0c-8c25-5df0c48ad169,31,30.8,31,31,31,31,30.9,31,30.6,30.9,null,
ec7d317c-2176-466a-bcea-3cc2e5f5bb5a,29.2,28.4,29.8,29.8,29.8,29.6,29.6,29.6,29.2,28.5,null,
f32b3d00-036c-4a21-9d81-8a864d8dd701,32.4,27.5,32.1,32.1,32.1,32.1,32.5,30.9,31.2,32.7,null,
c129e3f7-93c2-4791-b4b6-a6229d7e8524,29.4,29.4,29.9,29.8,29.8,29.6,29.6,30,29.6,29.8,null,
a23e333e-e27e-486f-8180-9e27c9149afe,29.5,28.5,29.4,29.3,29.4,29.3,29.1,29.3,30.2,30,null,
da3bbbf1-9e30-4c15-b374-54b78855d9c1,30.2,29.2,29.8,29.8,29.8,29.9,29.8,29.8,29.9,29.8,null,
